"2018-02-15 08:17:18","sefriano","Logged in"
"2018-02-15 08:16:30","sefriano","Logged in"
"2018-02-15 07:07:38","admin","Logged in"
"2018-02-14 15:34:46","sefriano","Logged out"
"2018-02-14 15:24:39","sefriano","Created article #24"
"2018-02-14 15:10:02","sefriano","Logged in"
"2018-02-14 15:08:33","admin","Logged out"
"2018-02-14 15:07:08","admin","Added user #2"
"2018-02-14 14:56:32","admin","Logged in"
"2018-02-14 08:06:25","admin","Edited user #1"
"2018-02-14 07:11:21","admin","Logged in"
